序号,案件组ID,文书唯一ID,省份,城市,区县,发布机关,稽查机构,当事人名称,统一社会信用代码,法定代表人,文书类型,决定书文号,关联处理决定书文号,关联处罚决定书文号,主要违法事实,涉及税种,追缴税款金额,滞纳金金额,罚款金额,没收违法所得金额,处理或处罚结果,决定书作出日期,官方发布日期,第三方收录日期,首次发现日期,最后核验日期,公开完整度,来源级别,核验状态,官方原文链接,附件链接,备用来源链接,页面标题,页面当前状态,备注
2,CASE-61b9b55a9d3357c7,DOC-1228a9c92b2b0632,江苏省,常州市,,国家税务总局常州市税务局第一稽查局,国家税务总局常州市税务局第一稽查局,常州市三鹏机械有限公司,91320404732260748Q,,税务处理决定书,常税稽一处〔2026〕35号,常税稽一处〔2026〕35号,常税稽一罚〔2026〕14号,,增值税、城市维护建设税、教育费附加、地方教育附加,63464.09,,,,根据《税务处理决定书》(常税稽一处〔2026〕35号)应追缴你单位增值税56664.36元、城市维护建设税3966.51元、教育费附加1699.93元、地方教育附加1133.29元; 根据《税务行政处罚决定书》(常税稽一罚〔2026〕14号)应对你单位处罚款20000元。,,2026-02-13,,2026-07-26,2026-08-26,完整文书,税务机关官网,已核验,https://jiangsu.chinatax.gov.cn/art/2026/2/13/art_9280_1708266.html,,,国家税务总局江苏省税务局网站 通知公告 国家税务总局常州市税务局第一稽查局关于送达常州市三鹏机械有限公司《税务处理决定书》和《税务行政处罚决定书》的公告,正常,Excel 与 CSV 历史数据已合并核对。
3,CASE-61b9b55a9d3357c7,DOC-b97456a64b153f67,江苏省,常州市,,国家税务总局常州市税务局第一稽查局,国家税务总局常州市税务局第一稽查局,常州市三鹏机械有限公司,91320404732260748Q,,税务行政处罚决定书,常税稽一罚〔2026〕14号,常税稽一处〔2026〕35号,常税稽一罚〔2026〕14号,,增值税、城市维护建设税、教育费附加、地方教育附加,,,20000,,根据《税务处理决定书》(常税稽一处〔2026〕35号)应追缴你单位增值税56664.36元、城市维护建设税3966.51元、教育费附加1699.93元、地方教育附加1133.29元; 根据《税务行政处罚决定书》(常税稽一罚〔2026〕14号)应对你单位处罚款20000元。,,2026-02-13,,2026-07-26,2026-08-26,完整文书,税务机关官网,已核验,https://jiangsu.chinatax.gov.cn/art/2026/2/13/art_9280_1708266.html,,,国家税务总局江苏省税务局网站 通知公告 国家税务总局常州市税务局第一稽查局关于送达常州市三鹏机械有限公司《税务处理决定书》和《税务行政处罚决定书》的公告,正常,Excel 与 CSV 历史数据已合并核对。
92,CASE-4ae87644334697ee,DOC-bb4f7abf3229ef95,广东省,揭阳市,,国家税务总局揭阳市税务局第一稽查局,国家税务总局揭阳市税务局第一稽查局,广东润升药械有限公司,,,税务处理决定书,揭税一稽处〔2026〕3号,揭税一稽处〔2026〕3号,,,,,,,,,,2026-01-26,,2026-08-20,2026-08-26,仅公告送达/仅文号线索,税务机关官网,已核验,https://guangdong.chinatax.gov.cn/gdsw/jysw_tzgg/2026-01/26/content_f7c655179cc7456abbd4390f37d49384.shtml,,,广东润升药械有限公司税务文书送达公告(揭税一稽公〔2026〕6号),正常,"Excel 与 CSV 历史数据已合并核对。 字段“城市”存在冲突:保留原值“揭阳市”,新值“返回市”未静默覆盖。"
115,CASE-55a6de3243ad7d4c,DOC-364befd1052566a8,浙江省,嘉兴市,,国家税务总局嘉兴市税务局第一稽查局,国家税务总局嘉兴市税务局第一稽查局,浙江鑫牛食品有限公司,91330421062048093A,,税务处理决定书,嘉税一稽处〔2026〕10号,嘉税一稽处〔2026〕10号,嘉税一稽罚〔2026〕11号,"我局于2025年6月23日至2025年9月9日对你单位(地址:浙江省嘉兴市嘉善县魏塘街道南星路65弄89号三楼302室)2024年1月1日至2024年12月31日纳税情况进行了检查,你单位存在违法事实及处罚决定如下: 经检查,查明你单位存在下述违法事实: 违法事实一:经查,2024年期间,你单位股东向你单位净借款合计8545846.41元,该笔借款在纳税年度终了后既未归还,又未用于企业生产经营。 违法事实二:你单位无偿借款给股东13296707.88元,但你单位未按金融服务视同销售申报利息收入,按照2024年贷款市场报价利率计算,利息收入金额应为41630.78元。 违法事实一:根据上述违法事实和证据,你单位少代扣代缴利息、股息、红利所得”个人所得税1709169.28元。 违法事实二:根据上述违法事实和证据,你单位少缴增值税2497.84元,少缴城市维护建设税62.45元。 根据《中华人民共和国税收征收管理法》第六十三条第一款,《财政部 国家税务总局关于全面推开营业税改征增值税试点的通知》附件1《营业税改征增值税试点实施办法》第十四条第一款、第四十四条的规定,个人投资者从其投资企业无偿借款,应视同公司无偿提供贷款服务,上述违法行为已构成偷税。 违法事实一:根据《中华人民共和国税收征收管理法》第六十九条规定,我局决定对你单位少代扣代缴个人所得税款1709169.28元处以两倍的罚款计3418338.56元。 违法事实二:根据《中华人民共和国税收征收管理法》第六十三条第一款规定,我局决定对你单位所偷税款2560.29元处以百分之五十的罚款计1280.15元。",增值税、个人所得税、城市维护建设税,,,,,"到期不缴纳罚款,我局可依照《中华人民共和国行政处罚法》第七十二条第一款第(一)项规定,每日按罚款数额的百分之三加处罚款。",,2026-01-23,,2026-08-24,2026-08-26,完整文书,税务机关官网,已核验,https://zhejiang.chinatax.gov.cn/art/2026/1/23/art_8938_648732.html,https://zhejiang.chinatax.gov.cn/module/download/downfile.jsp?classid=0&filename=529879e0db5349b58f93083ddca1dd86.doc,,国家税务总局浙江省税务局 通知公告 国家税务总局嘉兴市税务局第一稽查局关于送达《税务处理决定书》、《税务行政处罚决定书》、《纳税信用修复告知书》的公告(嘉税一稽公告(2026)2号),附件正常,Excel 与 CSV 历史数据已合并核对。
84,CASE-55a6de3243ad7d4c,DOC-316338f630372c72,浙江省,嘉兴市,,国家税务总局嘉兴市税务局第一稽查局,国家税务总局嘉兴市税务局第一稽查局,浙江鑫牛食品有限公司,91330421062048093A,,税务行政处罚决定书,嘉税一稽罚〔2026〕11号,嘉税一稽处〔2026〕10号,嘉税一稽罚〔2026〕11号,"我局于2025年6月23日至2025年9月9日对你单位(地址:浙江省嘉兴市嘉善县魏塘街道南星路65弄89号三楼302室)2024年1月1日至2024年12月31日纳税情况进行了检查,你单位存在违法事实及处罚决定如下: 经检查,查明你单位存在下述违法事实: 违法事实一:经查,2024年期间,你单位股东向你单位净借款合计8545846.41元,该笔借款在纳税年度终了后既未归还,又未用于企业生产经营。 违法事实二:你单位无偿借款给股东13296707.88元,但你单位未按金融服务视同销售申报利息收入,按照2024年贷款市场报价利率计算,利息收入金额应为41630.78元。 违法事实一:根据上述违法事实和证据,你单位少代扣代缴利息、股息、红利所得”个人所得税1709169.28元。 违法事实二:根据上述违法事实和证据,你单位少缴增值税2497.84元,少缴城市维护建设税62.45元。 根据《中华人民共和国税收征收管理法》第六十三条第一款,《财政部 国家税务总局关于全面推开营业税改征增值税试点的通知》附件1《营业税改征增值税试点实施办法》第十四条第一款、第四十四条的规定,个人投资者从其投资企业无偿借款,应视同公司无偿提供贷款服务,上述违法行为已构成偷税。 违法事实一:根据《中华人民共和国税收征收管理法》第六十九条规定,我局决定对你单位少代扣代缴个人所得税款1709169.28元处以两倍的罚款计3418338.56元。 违法事实二:根据《中华人民共和国税收征收管理法》第六十三条第一款规定,我局决定对你单位所偷税款2560.29元处以百分之五十的罚款计1280.15元。",增值税、个人所得税、城市维护建设税,,,3418338.56,,"到期不缴纳罚款,我局可依照《中华人民共和国行政处罚法》第七十二条第一款第(一)项规定,每日按罚款数额的百分之三加处罚款。",2026-01-13,2026-01-23,,2026-08-20,2026-08-26,完整文书,税务机关官网,已核验,https://zhejiang.chinatax.gov.cn/art/2026/1/23/art_8938_648732.html,https://zhejiang.chinatax.gov.cn/module/download/downfile.jsp?classid=0&filename=b9fd478b49534c8fba0d421cfe4d06cd.docx,,国家税务总局浙江省税务局 通知公告 国家税务总局嘉兴市税务局第一稽查局关于送达《税务处理决定书》、《税务行政处罚决定书》、《纳税信用修复告知书》的公告(嘉税一稽公告(2026)2号),附件正常,"Excel 与 CSV 历史数据已合并核对。 字段“决定书作出日期”存在冲突:保留原值“2026-01-13”,新值“2025-09-09”未静默覆盖。 字段“附件链接”存在冲突:保留原值“https://zhejiang.chinatax.gov.cn/module/download/downfile.jsp?classid=0&filename=b9fd478b49534c8fba0d421cfe4d06cd.docx”,新值“https://zhejiang.chinatax.gov.cn/module/download/downfile.jsp?classid=0&filename=6871faa287fb4b60bcfb96e15e9d3576.docx”未静默覆盖。"
23,CASE-f78ec1a594442165,DOC-fbbe4a664b14f54b,贵州省,安顺市,,国家税务总局安顺市税务局,国家税务总局安顺市税务局稽查局,贵州华泰宁安工程建筑设计有限责任公司,91520423MA6DLH799Q,,税务处理决定书,安市税稽处〔2026〕1号,安市税稽处〔2026〕1号,安市税稽罚〔2026〕1号,"我局于2022年5月9日至2025年8月29日对你单位(地址:贵州省安顺市镇宁布依族苗族自治县城关镇城西村五组)2019年1月1日至2022年3月31日涉税情况进行了检查,违法事实及处理决定如下: 2022年6月,安顺市税务局稽查局将你单位上述虚开发票的线索移送给镇宁布依族苗族自治县公安局经济犯罪侦查大队,经公安机关对王*立案及检察院起诉后,2024年12月30日镇宁布依族苗族自治县人民法院作出王*犯虚开增值税发票罪的刑事判决,《刑事判决书》((2024)黔0423刑初198号)确认上述贵州宏翼翔汽车销售服务有限公司开具给你单位的6份增值税专用发票(金额460,177.02元,税额59,822.98元)、安顺润亨化工贸易有限公司开具给你单位的91份增值税专用发票(金额8,325,968.72元,税额1,047,999.48元)为虚开发票,判决王*犯虚开增值税专用发票罪,并处罚金人民币5万元。 经查,上述业务款项是贵州安顺家喻物业管理有限公司直接付款给罗*,罗*为了向贵州安顺家喻物业管理有限公司提供发票,通过支付手续费的方式找王*为其提供发票,王*指使贵州理得清财务有限公司员工彭*毕通过微信收取罗*手续费2,129.00元,后彭*毕又将该笔资金转到了贵州理得清财务有限公司微信账号。 根据《中华人民共和国发票管理办法》第二十一条第二款“任何单位和个人不得有下列虚开发票行为:(一)为他人、为自己开具与实际经营业务情况不符的发票; ”、《国家税务总局关于纳税人虚开增值税专用发票征补税款问题的公告》(国家税务总局公告2012年第33号)“......纳税人取得虚开的增值税专用发票,不得作为增值税合法有效的扣税凭证抵扣其进项税额。",增值税、企业所得税、消费税、城市维护建设税、房产税、城镇土地使用税、印花税、资源税、教育费附加、地方教育附加,64884.41,,,,"你单位应就少缴的增值税696,485.49元补缴城市维护建设税34,824.28元; ”之规定,你单位应就少缴的增值税696,485.49元补缴教育费附加20,894.56元,应补缴地方教育附加13,929.71元。 ”之规定,你单位应补缴印花税312.70元。 ”之规定,本次稽查你单位2020年应补缴的城市维护建设税20,172.19元、教育费附加12,103.32元、地方教育附加8,068.88元、印花税95.20元准予在企业所得税前扣除,应调减2020年企业所得税应纳税所得额40,439.59元; 2021年应补缴的城市维护建设税24,475.99元、教育费附加14,685.58元、地方教育附加9,790.39元、印花税217.50元准予在企业所得税前扣除,应调减2021年企业所得税应纳税所得额49,169.46元。 你单位2020年至2021年共计应补缴企业所得税64,884.41元。 ”、第五十二条“因税务机关的责任,致使纳税人、扣缴义务人未缴或者少缴税款的,税务机关在三年内可以要求纳税人、扣缴义务人补缴税款,但是不得加收滞纳金。 ”、《中华人民共和国税收征收管理法实施细则》(国务院令第362号)第七十五条“税收征管法第三十二条规定的加收滞纳金的起止时间,为法律、行政法规规定或者税务机关依照法律、行政法规的规定确定的税款缴纳期限届满次日起至纳税人、扣缴义务人实际缴纳或者解缴税款之日止”之规定,我局决定追缴你单位少缴的增值税696,485.49元、城市维护建设税50,019.66元、印花税312.70元、企业所得税64,884.41元。 逾期仍不补缴的,对单位处以1000元以上3万元以下罚款,对个人处以100元以上1000元以下的罚款”之规定,现责令你单位缴纳少缴的教育费附加30,011.79元、地方教育附加20,007.86元,并对少缴的教育费附加、地方教育附加从滞纳之日起至实际缴纳之日止,按日加收万分之五的滞纳金。",2025-08-29,2026-01-21,,2026-07-26,2026-08-26,完整文书,税务机关官网,已核验,https://guizhou.chinatax.gov.cn/sjpd/ass/tzgg_59745/202601/t20260121_89320381.html,https://guizhou.chinatax.gov.cn/sjpd/ass/tzgg_59745/202601/P020260121598636255688.docx,,国家税务总局安顺市税务局稽查局关于送达《税务处理决定书》《税务行政处罚决定书》的公告,附件正常,"Excel 与 CSV 历史数据已合并核对。 字段“追缴税款金额”存在冲突:保留原值“64884.41”,新值“1521925.53”未静默覆盖。 字段“处理或处罚结果”历史冲突已由官方附件复核,保留当前值。 字段“主要违法事实”已根据官方附件重新解析。"
24,CASE-f78ec1a594442165,DOC-9a828a6048b54b6c,贵州省,安顺市,,国家税务总局安顺市税务局,国家税务总局安顺市税务局稽查局,贵州华泰宁安工程建筑设计有限责任公司,91520423MA6DLH799Q,,税务行政处罚决定书,安市税稽罚〔2026〕1号,安市税稽处〔2026〕1号,安市税稽罚〔2026〕1号,"我局于2022年5月9日至2025年8月29日对你单位(地址:贵州省安顺市镇宁布依族苗族自治县城关镇城西村五组)2019年1月1日至2022年3月31日涉税情况进行了检查,你单位存在违法事实及处罚决定如下: 2022年6月,安顺市税务局稽查局将你单位上述虚开发票的线索移送给镇宁布依族苗族自治县公安局经济犯罪侦查大队,经公安机关对王*立案及检察院起诉后,2024年12月30日镇宁布依族苗族自治县人民法院作出王*犯虚开增值税发票罪的刑事判决,《刑事判决书》((2024)黔0423刑初198号)确认上述贵州宏翼翔汽车销售服务有限公司开具给你单位的6份增值税专用发票(金额460,177.02元,税额59,822.98元)、安顺润亨化工贸易有限公司开具给你单位的91份增值税专用发票(金额8,325,968.72元,税额1,047,999.48元)为虚开发票,判决王*犯虚开增值税专用发票罪,并处罚金人民币5万元。 经查,上述业务款项是贵州安顺家喻物业管理有限公司直接付款给罗*,罗*为了向贵州安顺家喻物业管理有限公司提供发票,通过支付手续费的方式找王*为其提供发票,王*指使贵州理得清财务有限公司员工彭*毕通过微信收取罗*手续费2,129.00元,后彭*毕又将该笔资金转到了贵州理得清财务有限公司微信账号。 根据《中华人民共和国发票管理办法》第二十一条第二款“任何单位和个人不得有下列虚开发票行为:(一)为他人、为自己开具与实际经营业务情况不符的发票; ”、《国家税务总局关于纳税人虚开增值税专用发票征补税款问题的公告》(国家税务总局公告2012年第33号)“......纳税人取得虚开的增值税专用发票,不得作为增值税合法有效的扣税凭证抵扣其进项税额。",增值税、企业所得税、消费税、城市维护建设税、房产税、城镇土地使用税、印花税、资源税、教育费附加、地方教育附加,,,200000,,"你单位应就少缴的增值税696,485.49元补缴城市维护建设税34,824.28元; 综上,应追缴你单位2020年至2022年少缴的城市维护建设税50,019.66元。 ”之规定,本次稽查你单位2020年应补缴的城市维护建设税20,172.19元、教育费附加12,103.32元、地方教育附加8,068.88元、印花税95.20元准予在企业所得税前扣除,应调减2020年企业所得税应纳税所得额40,439.59元; 2021年应补缴的城市维护建设税24,475.99元、教育费附加14,685.58元、地方教育附加9,790.39元、印花税217.50元准予在企业所得税前扣除,应调减2021年企业所得税应纳税所得额49,169.46元。 你单位2020年至2021年共应补缴企业所得税64,884.41元。 ”、《中华人民共和国发票管理办法》第三十五条第一款“违反本办法的规定虚开发票的,由税务机关没收违法所得; 对你单位取得安顺润亨化工贸易有限公司2021年12月虚开28份增值税专用发票以及2019年6月向贵州安顺家喻物业管理有限公司虚开1份增值税专用发票的行为,决定处以罚款200,000.00元。 综上,对你单位决定处以罚款200,000.00元。 到期不缴纳罚款,我局可依照《中华人民共和国行政处罚法》第七十二条第一款第(一)项规定,每日按罚款数额的百分之三加处罚款。",2025-08-29,2026-01-21,,2026-07-26,2026-08-26,完整文书,税务机关官网,已核验,https://guizhou.chinatax.gov.cn/sjpd/ass/tzgg_59745/202601/t20260121_89320381.html,https://guizhou.chinatax.gov.cn/sjpd/ass/tzgg_59745/202601/P020260121598636222410.docx,,国家税务总局安顺市税务局稽查局关于送达《税务处理决定书》《税务行政处罚决定书》的公告,附件正常,Excel 与 CSV 历史数据已合并核对。 字段“处理或处罚结果”已根据官方附件重新解析。
101,CASE-cbe0568f57d71cf7,DOC-a8b21140da417008,江苏省,徐州市,,国家税务总局江苏省税务局,国家税务总局徐州市税务局稽查局,徐州市乐居商贸有限公司,91320382576668185R,,税务处理决定书,徐税稽处〔2025〕124号,徐税稽处〔2025〕124号,徐税稽罚〔2025〕63号,"我局于2024年9月26日至2025年9月12日对你单位(地址:邳州市东湖街道盛鑫商务中心楼1单元103铺)2020年1月1日至2023年12月31日涉税情况进行了检查,违法事实及处理决定如下: 你单位少缴的增值税税款应按规定申报缴纳城市维护建设税、教育费附加及地方教育附加。 1.根据《中华人民共和国增值税暂行条例》第一条、第十一条、第十二条、第十九条、《财政部 税务总局关于支持个体工商户复工复业增值税政策的公告》(财政部 税务总局公告2020年第13号)、《财政部 税务总局关于延续实施应对疫情部分税费优惠政策的公告》(财政部 税务总局公告2021年第7号)第一条、《财政部 税务总局关于对增值税小规模纳税人免征增值税的公告》(财政部 税务总局公告2022年第15号)及《财政部 税务总局关于明确增值税小规模纳税人减免增值税等政策的公告》(财政部 税务总局公告2023年第1号)第二条之规定,追缴你单位少缴的2020年增值税683014.76元、2021年增值税406567.72元、2022年增值税115500.02元、2023年增值税339741.35元,合计追缴增值税1544823.85元。 2.根据《中华人民共和国城市维护建设税暂行条例》第二条、第三条、第四条、《中华人民共和国城市维护建设税法》第一条、第二条第一款、第四条第一款第(一)项、第五条、第七条、《财政部 税务总局关于实施小微企业普惠性税收减免政策的通知》(财税〔2019〕13号)第三条、第六条及《财政部 税务总局关于进一步实施小微企业“六税两费”减免政策的公告》(财政部 税务总局公告2022年第10号)第一条、第四条之规定,追缴你单位少缴的2020年城市维护建设税47811.04元、2021年城市维护建设税28459.74元、2022年城市维护建设税8085元、2023年城市维护建设税23781.89元,合计追缴城市维护建设税108137.67元。",增值税、企业所得税、城市维护建设税、教育费附加、地方教育附加,3089647.7,,,,"你单位2020年少计收入48893898.07元(不含税),经审核计算,2020年1季度应补缴增值税330085.94元,2季度应补缴增值税121142.51元,3季度应补缴增值税127184.72元,4季度应补缴增值税104601.59元,合计2020年应补缴增值税683014.76元。 你单位2021年少计收入40656771.73元(不含税),经审核计算,2021年1季度应补缴增值税101037.42元,2季度应补缴增值税97557.50元,3季度应补缴增值税107173.48元,4季度应补缴增值税100799.32元,合计2021年应补缴增值税406567.72元。 你单位2022年少计收入11550002.29元(不含税),经审核计算,2022年1季度应补缴增值税115500.02元。 你单位2023年少计收入33974135.26元(不含税),经审核计算,2023年1季度应补缴增值税100992.64元,2季度应补缴增值税95313.11元,3季度应补缴增值税132243.55元,4季度应补缴增值税11192.05元,合计2023年应补缴增值税339741.35元。 以上合计应补缴增值税1544823.85元。 你单位应按季度计算补缴2020、2021、2022、2023年城市维护建设税分别为47811.04元、28459.74元、8085元、23781.89元,合计应补缴城市维护建设税108137.67元。 你单位应按季度计算补缴2020、2021、2022、2023年教育费附加分别为20490.45元、12197.03元、3465元、10192.24元,合计应补缴教育费附加46344.72元。",2025-09-12,2026-01-13,,2026-08-20,2026-08-26,完整文书,税务机关官网,已核验,https://jiangsu.chinatax.gov.cn/art/2026/1/13/art_9223_1696446.html,https://jiangsu.chinatax.gov.cn/module/download/downfile.jsp?classid=0&filename=27e6f48da7974ce9aa592f23fd7e5c14.docx,,国家税务总局江苏省税务局网站 通知公告 国家税务总局徐州市税务局稽查局关于送达徐州市乐居商贸有限公司税务处理决定书和税务行政处罚决定书的公告,附件正常,Excel 与 CSV 历史数据已合并核对。
102,CASE-cbe0568f57d71cf7,DOC-91cd2a54cfef9b64,江苏省,徐州市,,国家税务总局江苏省税务局,国家税务总局徐州市税务局稽查局,徐州市乐居商贸有限公司,91320382576668185R,,税务行政处罚决定书,徐税稽罚〔2025〕63号,徐税稽处〔2025〕124号,徐税稽罚〔2025〕63号,"我局于2024年09月26日至2025年11月12日对你单位(地址:邳州市东湖街道盛鑫商务中心楼1单元103铺)2020年01月01日至2023年12月31日涉税情况进行检查,你单位存在违法事实及处罚决定如下: 你单位少缴的增值税税款应按规定申报缴纳城市维护建设税。 根据《中华人民共和国税收征收管理法》第六十三条第一款、《国家税务总局关于发布<税务行政处罚裁量权行使规则>的公告》(国家税务总局公告2016年第78号)、《国家税务总局江苏省税务局关于发布<江苏省税务行政处罚裁量权实施办法>的公告》(国家税务总局江苏省税务局公告2018年第11号)第十六条及《国家税务总局上海市税务局江苏省税务局浙江省税务局安徽省税务局宁波市税务局关于发布<长江三角洲区域登记账证征收检查类税务违法行为行政处罚裁量基准>的公告》(国家税务总局上海市税务局江苏省税务局浙江省税务局安徽省税务局宁波市税务局公告2022年第5号)之规定,决定对你单位2020-2023年少缴的增值税1544823.85元处少缴税款50%的罚款合计772411.95元,少缴的城市维护建设税108137.67元处少缴税款50%的罚款合计54068.86元,少缴的企业所得税369658.84元处少缴税款50%的罚款合计184829.44元。",增值税、企业所得税、城市维护建设税,,,772411.95,,"你单位2020年少计收入48893898.07元(不含税),经审核计算,2020年1季度应补缴增值税330085.94元,2季度应补缴增值税121142.51元,3季度应补缴增值税127184.72元,4季度应补缴增值税104601.59元,合计2020年应补缴增值税683014.76元。 你单位2021年少计收入40656771.73元(不含税),经审核计算,2021年1季度应补缴增值税101037.42元,2季度应补缴增值税97557.50元,3季度应补缴增值税107173.48元,4季度应补缴增值税100799.32元,合计2021年应补缴增值税406567.72元。 你单位2022年少计收入11550002.29元(不含税),经审核计算,2022年1季度应补缴增值税115500.02元。 你单位2023年少计收入33974135.26元(不含税),经审核计算,2023年1季度应补缴增值税100992.64元,2季度应补缴增值税95313.11元,3季度应补缴增值税132243.55元,4季度应补缴增值税11192.05元,合计2023年应补缴增值税339741.35元。 以上合计应补缴增值税1544823.85元。 你单位应按季度计算补缴2020、2021、2022、2023年城市维护建设税分别为47811.04元、28459.74元、8085元、23781.89元,合计应补缴城市维护建设税108137.67元。 2020年应税收入额48893898.07元,核定2020年度应纳税所得额为1955755.92元,应补缴企业所得税145575.59元; 2021年应税收入额40656771.73元,核定2021年度应纳税所得额为1626270.87元,应补缴企业所得税87627.09元;",2025-11-12,2026-01-13,,2026-08-20,2026-08-26,完整文书,税务机关官网,已核验,https://jiangsu.chinatax.gov.cn/art/2026/1/13/art_9223_1696446.html,https://jiangsu.chinatax.gov.cn/module/download/downfile.jsp?classid=0&filename=879e53c391534e3d8ea5ae91aa196ebf.docx,,国家税务总局江苏省税务局网站 通知公告 国家税务总局徐州市税务局稽查局关于送达徐州市乐居商贸有限公司税务处理决定书和税务行政处罚决定书的公告,附件正常,Excel 与 CSV 历史数据已合并核对。
20,CASE-fe959d4c6c52d910,DOC-f2643f2a0719d8d1,广西壮族自治区,南宁市,,国家税务总局南宁市税务局第一稽查局,国家税务总局南宁市税务局第一稽查局,南宁洪谦金贸易有限公司,91450103MA5K9WHY7U,,税务处理决定书,南市税一稽处〔2026〕2号,南市税一稽处〔2026〕2号,,"经我局2025年10月29日至2025年12月8日对你公司(地址:南宁市青秀区云景路11号春晖花园C区3栋2单元1606号)2015年12月2日至2016年12月31日期间的涉税情况进行了检查,你(单位)存在以下违法事实: 经查询你公司向税务机关报备的银行账号:广西北部湾银行南宁市财富国际支行800099398800015,经函询广西北部湾银行南宁市财富国际支行,存在以下问题: 上述行为属于开具与实际经营业务情况不符的增值税发票,违反了《中华人民共和国发票管理办法》(财政部令第6号发布,国务院令第587号修改)第二十二条第一款、第二款第(一)项的规定,属于虚开发票行为。",增值税,,,,,,,2026-01-09,,2026-07-26,2026-08-26,完整文书,税务机关官网,已核验,https://guangxi.chinatax.gov.cn/nanning/xxgk/swjcgg/202601/t20260113_427821.html,https://guangxi.chinatax.gov.cn/nanning/xxgk/swjcgg/202601/P020260116568243111221.doc,,国家税务总局南宁市税务局第一稽查局税务文书送达公告_国家税务总局南宁市税务局,附件正常,Excel 与 CSV 历史数据已合并核对。
111,CASE-55b061008af48dba,DOC-e2ddf1bdd7c9d7dd,江苏省,无锡市,,国家税务总局江苏省税务局,国家税务总局无锡市税务局稽查局,无锡宝双贸易有限公司,,,税务处理决定书,锡税稽处〔2025〕173号,锡税稽处〔2025〕173号,,"你单位取得上海岳齐钢材贸易有限公司开具的11份增值税专用发票为虚开发票,追缴相应的增值税、企业所得税、城市维护建设税、教育费附加和地方教育附加,加收对应滞纳金。",增值税、企业所得税、城市维护建设税、教育费附加、地方教育附加,,,,,,,2026-01-05,,2026-08-24,2026-08-26,完整文书,税务机关官网,已核验,https://jiangsu.chinatax.gov.cn/art/2026/1/5/art_9193_1693552.html,,,国家税务总局江苏省税务局网站 通知公告 国家税务总局无锡市税务局稽查局关于送达税务处理决定书的公告(无锡宝双贸易有限公司),正常,Excel 与 CSV 历史数据已合并核对。
25,CASE-1983d97878508732,DOC-f9760895b4f08cc2,内蒙古自治区,二连浩特市,,国家税务总局二连浩特市税务局,国家税务总局二连浩特市税务局稽查局,二连市坤益腾金属有限公司,,,税务处理决定书,二税稽处〔2025〕1号,二税稽处〔2025〕1号,,"公司院内)涉嫌虚开增值税专用发票的情况进行检查,违法事实 你公司在无真实货物交易的情况下,“让他人为自己”虚开 得有下列虚开发票行为:(一)为他人、为自己开具与实际经营 国人民代表大会常务委员会关于惩治虚开、伪造和非法出售增值 〔1996〕210号)文件:“虚开增值税专用发票的,构成虚开增 值税专用发票罪,具有下列行为之一的,属于虚开增值税专用发 定,你公司上述违法事实中,“让他人为自己”虚开增值税专用 “为他人”虚开增值税专用发票97 份,金额 87,923,181.86 元, 二条第二款的规定虚开发票的,由税务机关没收违法所得; 虚开增值税专用发票行为暂不进行行政处罚,在司法部门作出决 十二条第二款的规定虚开发票的,由税务机关没收违法所得; 依法查处违法行为过程中,发现违法事实涉及的金额、违法事实 的情节、违法事实造成的后果等,根据刑法关于破坏社会主义市 定(二)》(公通字〔2022〕12 号)第五十六条:“〔虚开增值 税专用发票、用于骗取出口退税、抵扣税款发票案(刑法第二百 零五条)〕虚开增值税专用发票或者虚开用于骗取出口退税、抵 扣税款的其他发票,虚开的税款数额在十万元以上或者致使国家 公司虚开增值税专用发票的行为移送公安机关。",增值税,,,,,"二条第二款的规定虚开发票的,由税务机关没收违法所得; 十二条第二款的规定虚开发票的,由税务机关没收违法所得;",,,,2026-07-26,2026-08-26,完整文书,税务机关官网,待核验,https://neimenggu.chinatax.gov.cn/sjpd/elht/xjtzgghhht/202501/W020250110616020148238.pdf,,,税务处理决定书,正常,"页面未提取到可确认的官方发布日期。 字段“官方原文链接”存在冲突:保留原值“http://neimenggu.chinatax.gov.cn/sjpd/elht/xjtzgghhht/202501/W020250110616020148238.pdf”,新值“http://neimenggu.chinatax.gov.cn/sjpd/elht/tzgghhht/202501/W020250110616020148238.pdf”未静默覆盖。 Excel 与 CSV 历史数据已合并核对。 字段“官方原文链接”存在冲突:保留原值“http://neimenggu.chinatax.gov.cn/sjpd/elht/xjtzgghhht/202501/W020250110616020148238.pdf”,新值“https://neimenggu.chinatax.gov.cn/sjpd/elht/tzgghhht/202501/W020250110616020148238.pdf”未静默覆盖。 字段“官方原文链接”存在冲突:保留原值“http://neimenggu.chinatax.gov.cn/sjpd/elht/xjtzgghhht/202501/W020250110616020148238.pdf”,新值“https://neimenggu.chinatax.gov.cn/sjpd/elht/xjtzgghhht/202501/W020250110616020148238.pdf”未静默覆盖。 字段“官方原文链接”存在冲突:保留原值“https://neimenggu.chinatax.gov.cn/sjpd/elht/xjtzgghhht/202501/W020250110616020148238.pdf”,新值“https://neimenggu.chinatax.gov.cn/sjpd/elht/tzgghhht/202501/W020250110616020148238.pdf”未静默覆盖。 字段“页面标题”存在冲突:保留原值“税务处理决定书”,新值“Á®éŚä°Ś§ĄÁźÜŚÜ≥ŚģöšĻ¶”未静默覆盖。"
